"Nom_bibliotheque","Nom_responsable","Population_residente","Population_contractuelle","Nb_abonnes_actifs","Nb_menages_servis","Nb_points_service","Nb_succursales","Heures_ouverture","Nb_imprimantes_3D","Nb_espaces_creation","Nb_locations_salles","Nb_bibliotheques_ephemeres","Superficie","Nb_postes_publics","Nb_postes_OPAC","Nb_postes_internet","Nb_appareils_pretes","Nb_liseuses","Population_desservie","Ratio_abonnes_population","Imprimantes_3D_1000","Espaces_creation_1000","Postes_internet_1000","Appareils_pretes_1000","Liseuses_1000","Z_Imprimantes_3D","Z_Espaces_creation","Z_Postes_internet","Z_Appareils_pretes","Z_Liseuses","Nb_composantes_indice","Indice_ressources_technologiques"
"East Gwillimbury","Angela Ramsey",23991,0,7607,10606,2,2,94,2,1,54,2,15000,44,2,21,23,4,23991,0.31707723729732,0.0833645950564795,0.0416822975282398,0.875328248093035,0.958692843149514,0.166729190112959,0.191318904856818,-0.104085937710382,-0.280897569020041,-0.193361386695843,-0.193063468263622,5,-0.116017891366614
"Edwardsburgh/Cardinal Twp","Donna Gladstone",7093,0,656,3148,2,2,30,0,1,0,0,3691,12,12,12,0,0,7093,0.092485549132948,0,0.140984068800226,1.69180882560271,0,0,-0.236785156647013,-0.0677203240367487,-0.208053303134589,-0.366416952836759,-0.23838527649273,5,-0.223472202629568
"Elgin County","Brian Masschaele",50069,0,8719,19499,11,11,339,5,2,0,0,31448,91,81,81,44,4,50069,0.17413968723162,0.099862190177555,0.039944876071022,1.61776748087639,0.878787273562484,0.079889752142044,0.276039372479712,-0.104722204281382,-0.214659078642698,-0.207785301176385,-0.216668935019472,5,-0.093559229328045
"Elizabethtown - Kitley","Ruth Blanchard",9854,0,1203,4103,3,3,46,0,0,0,0,NA,6,0,6,0,0,9854,0.122082403085042,0,0,0.608889790947838,0,0,-0.236785156647013,-0.119350542858156,-0.304668512688526,-0.366416952836759,-0.23838527649273,5,-0.253121288304637
"Elliot Lake","Pat McGurk",10741,0,1622,5515,1,1,51.5,0,0,4,0,10059,11,3,8,10,15,10741,0.15101014803091,0,0,0.744809608043944,0.93101201005493,1.39651801508239,-0.236785156647013,-0.119350542858156,-0.292542101395498,-0.198358109344463,0.141228644891872,5,-0.141161453070652
"Emo Twp","Nicholas Donaldson",1333,1275,834,1341,1,1,31,0,0,0,0,NA,2,2,2,1,1,2608,0.31978527607362,0,0,0.766871165644172,0.383435582822086,0.383435582822086,-0.236785156647013,-0.119350542858156,-0.290573826813169,-0.297202227455212,-0.13415641326185,5,-0.21561363340708
"Englehart","Sharon Williams",1479,705,720,1087,1,1,27,1,6,12,0,4275,3,0,3,6,3,2184,0.32967032967033,0.457875457875458,2.74725274725275,1.37362637362637,2.74725274725275,1.37362637362637,2.1145528789616,0.886729517856788,-0.23644071095578,0.129495145501359,0.135006035740971,5,0.605868573420987
"Espanola","Charles Grayson",4996,1276,915,3018,1,1,56,0,0,0,0,6000,6,6,6,14,0,6272,0.145886479591837,0,0,0.956632653061224,2.23214285714286,0,-0.236785156647013,-0.119350542858156,-0.273643802235746,0.0365116270629615,-0.23838527649273,5,-0.166330630234137
"Essa","Laura Wark",21083,10975,3362,11057,2,2,82,2,1,0,0,13500,16,16,16,18,2,32058,0.104872418741032,0.0623869237007923,0.0311934618503962,0.499095389606338,0.561482313307131,0.0623869237007923,0.0835918019760576,-0.107927087180938,-0.314464082582482,-0.265062655366195,-0.221426709189334,5,-0.165057746468578
"Essex County","Robin Greenall",181530,0,24172,72513,14,14,534,2,2,0,0,72036,NA,8,24,20,0,181530,0.13315705393048,0.0110174626783452,0.0110174626783452,0.132209552140142,0.110174626783452,0,-0.180206935198556,-0.115315803232747,-0.347196679327783,-0.346529110188704,-0.23838527649273,5,-0.245526760888104
"Fauquier-Strickland Twp","Nicole Lamontagne",536,0,500,387,1,1,10,0,0,0,0,NA,3,3,3,4,0,536,0.932835820895522,0,0,5.59701492537313,7.46268656716418,0,-0.236785156647013,-0.119350542858156,0.140358991419713,0.980687553096635,-0.23838527649273,5,0.10530511370369
"Fort Erie","Craig Shufelt",30710,0,7564,15569,3,3,119,3,0,0,0,22000,58,58,54,0,0,30710,0.246304135460762,0.0976880494952784,0,1.75838489091501,0,0,0.264874459416406,-0.119350542858156,-0.202113560369355,-0.366416952836759,-0.23838527649273,5,-0.132278374628119
"Fort Frances","Joan MacLean",7739,969,2517,4208,1,1,55,1,1,23,0,14800,38,35,35,3,5,8708,0.289044556729444,0.114836931557189,0.114836931557189,4.01929260450161,0.344510794671566,0.574184657785944,0.35293949537058,-0.0772957493234474,-0.000401275757146529,-0.304228618961561,-0.0823053067487394,5,-0.0222582910840629
"French River","Christine Charron",3150,386,850,3599,2,2,25,0,0,0,0,2200,16,7,16,0,12,3536,0.240384615384615,0,0,4.52488687782806,0,3.39366515837104,-0.236785156647013,-0.119350542858156,0.0447065255682529,-0.366416952836759,0.684110906672884,5,0.0012529559798417
"Front of Yonge Twp","Lisa Marston",2752,0,295,1250,1,1,21,0,0,0,0,1453,2,2,2,2,3,2752,0.10719476744186,0,0,0.726744186046512,0.726744186046512,1.09011627906977,-0.236785156647013,-0.119350542858156,-0.294153851190365,-0.235230903567083,0.0579398055997127,5,-0.165516129732581
"Gananoque","Deirdre Crichton",5159,0,2460,2546,1,1,30,0,1,0,0,3200,3,3,3,7,0,5159,0.476836596239581,0,0.193836014731537,0.581508044194611,1.35685210312076,0,-0.236785156647013,-0.0483652468511312,-0.307111440659922,-0.121488860848869,-0.23838527649273,5,-0.190427196299933
"Garden River FN","Irene Gray",1291,0,10,NA,1,1,35,1,0,0,0,NA,0,0,0,0,0,1291,0.00774593338497289,0.774593338497289,0,0,0,0,3.74100126455299,-0.119350542858156,-0.358992070466256,-0.366416952836759,-0.23838527649273,5,0.531571284379818
"Georgian Bay Twp","Tracey Fitchett",2063,0,784,5736,3,3,65,0,0,2,0,6000,13,13,11,12,3,2063,0.380029083858459,0,0,5.33204071740184,5.8167716917111,1.45419292292778,-0.236785156647013,-0.119350542858156,0.116718684240429,0.683580160852479,0.156906350224867,5,0.120213899162521
"Georgina","Valerie Stevens",52772,0,11384,19545,3,3,54,1,0,0,0,31500,36,7,25,13,0,52772,0.21572045781854,0.0189494428863791,0,0.473736072159479,0.246342757522929,0,-0.139473660592871,-0.119350542858156,-0.316726574690264,-0.321949128055891,-0.23838527649273,5,-0.227177036537982
"Gogama LSB","Sue Primeau",475,0,400,NA,1,1,35,0,0,0,0,NA,1,0,1,0,0,475,0.842105263157895,0,0,2.10526315789474,0,0,-0.236785156647013,-0.119350542858156,-0.171165986837569,-0.366416952836759,-0.23838527649273,5,-0.226420783134445
"Gore Bay Union","Johanna Allison",1700,90,680,1244,1,1,21,0,0,0,0,2000,1,0,1,0,0,1790,0.379888268156425,0,0,0.558659217877095,0,0,-0.236785156647013,-0.119350542858156,-0.309149953302219,-0.366416952836759,-0.23838527649273,5,-0.254017576427375
"Grand Valley Library Board","Joanne Stevenson",2846,5586,1713,4114,1,1,52,0,0,6,0,4300,5,3,3,10,0,8432,0.203154648956357,0,0,0.355787476280835,1.18595825426945,0,-0.236785156647013,-0.119350542858156,-0.327249640536124,-0.152337251941272,-0.23838527649273,5,-0.214821573695059
"Gravenhurst Public Library","Julia Reinhart",12310,0,4266,8563,1,1,50,1,1,0,0,8000,10,2,8,2,0,12310,0.346547522339561,0.0812347684809098,0.0812347684809098,0.649878147847279,0.16246953696182,0,0.180381559012548,-0.0896013030449762,-0.301011638476897,-0.337089251164123,-0.23838527649273,5,-0.157141182033236
"Greater Madawaska Twp","Ruth Jones",2518,0,527,2795,1,1,21,0,0,0,0,1457,3,3,3,2,0,2518,0.209293089753773,0,0,1.19142176330421,0.79428117553614,0,-0.236785156647013,-0.119350542858156,-0.252696530684334,-0.223039666264023,-0.23838527649273,5,-0.214051434589251
"Greater Sudbury","Brian Harding",161531,0,23402,75776,13,13,484,2,1,282,3,NA,121,18,121,27,0,161531,0.144876215710916,0.0123815242894553,0.00619076214472764,0.749082219512044,0.167150577907646,0,-0.173202039229685,-0.11708340440114,-0.292160910153011,-0.336244267083145,-0.23838527649273,5,-0.231415179471942
"Greenstone","Bridget Fortier",4636,0,1324,2930,4,4,74,2,4,0,0,9940,35,31,31,12,4,4636,0.285591026747196,0.431406384814495,0.862812769628991,6.68679896462468,2.58843830888697,0.862812769628991,1.97862565861149,0.196622832551887,0.237586678764206,0.100827233000363,-0.00384785172471097,5,0.501962910240646
"Grey Highlands","Jennifer Murley",9804,0,3194,5502,3,3,75.5,0,2,5,0,12000,9,9,9,2,0,9804,0.32578539371685,0,0.203998368013056,0.917992656058752,0.203998368013056,0,-0.236785156647013,-0.0446436595247735,-0.277091161907236,-0.329592798655797,-0.23838527649273,5,-0.22529961064551
"Grimsby","Kathryn Drury",27314,0,5823,10613,1,1,64,2,1,0,6,16000,18,4,14,10,0,27314,0.213187376436992,0.0732225232481511,0.0366112616240756,0.512557662737058,0.366112616240756,0,0.139236097637911,-0.105943017702549,-0.313263013714013,-0.300329230864483,-0.23838527649273,5,-0.163736888227173
"Guelph","Steven Kraft",131790,0,52727,57297,7,6,192,2,1,1,0,62852,78,78,78,256,1,131790,0.400083466120343,0.0151756582441763,0.00758782912208817,0.591850671522877,1.94248425525457,0.00758782912208817,-0.158853260907288,-0.116571780113636,-0.30618869844681,-0.0157752275803728,-0.236322685436458,5,-0.166742330496913
"Haldimand County","Paul Diette",45608,0,10836,20369,6,6,251,0,0,12,0,45950,30,8,22,0,7,45608,0.237589896509384,0,0,0.482371513769514,0,0.1534818452903,-0.236785156647013,-0.119350542858156,-0.315956143130706,-0.366416952836759,-0.196664479107558,5,-0.247034654916038
"Haliburton County","Chris Stephenson",18062,0,6908,21113,7,6,282,0,2,0,0,14580,34,28,28,10,5,18062,0.382460414129111,0,0.110729708780866,1.55021592293212,0.55364854390433,0.276824271952165,-0.236785156647013,-0.0787998682816703,-0.22068585231425,-0.266476744778363,-0.163136445990534,5,-0.193176813602366
"Halton Hills","Melanie Southern",61161,0,16719,22049,3,3,111,1,3,503,83,41373,26,22,22,32,0,61161,0.27336047481238,0.0163502885825935,0.0490508657477805,0.359706348817057,0.523209234642991,0,-0.152821155571668,-0.101387471189924,-0.326900008957782,-0.271971405487265,-0.23838527649273,5,-0.218293063539874
"Hamilton","Paul Takala",579000,0,134042,237200,43,23,1337,4,17,0,0,379574,530,80,407,43,0,579000,0.231506044905009,0.00690846286701209,0.0293609671848014,0.70293609671848,0.07426597582038,0,-0.201307973436173,-0.108598170810308,-0.296277946774519,-0.353011052727626,-0.23838527649273,5,-0.239516084048271
"Hanover","Agnes Rivers-Moore",7688,0,1336,3642,1,1,40,0,0,0,0,5500,5,5,5,0,0,7688,0.173777315296566,0,0,0.650364203954214,0,0,-0.236785156647013,-0.119350542858156,-0.300968273819777,-0.366416952836759,-0.23838527649273,5,-0.252381240530887
"Hastings Highlands Twp","Wendy Sue Keating",4075,0,813,1820,1,1,34,0,1,0,0,5150,9,5,5,4,0,4075,0.199509202453988,0,0.245398773006135,1.22699386503067,0.98159509202454,0,-0.236785156647013,-0.0294822871280356,-0.249522880621316,-0.189227255859999,-0.23838527649273,5,-0.188680571349819
"Havelock-Belmont-Methuen Twp","Sandra Harris",4535,0,1855,4359,2,2,27,0,0,0,0,3200,16,14,14,0,3,4535,0.409040793825799,0,0,3.08710033076075,0,0.661521499448732,-0.236785156647013,-0.119350542858156,-0.0835690371408382,-0.366416952836759,-0.0585646313067538,5,-0.172937264157904
"Hawkesbury","Nathalie St Jacques",10263,2952,1536,6790,1,1,45,0,0,0,0,8440,8,2,6,3,2,13215,0.116231555051078,0,0,0.454029511918275,0.227014755959137,0.151343170639425,-0.236785156647013,-0.119350542858156,-0.318484742555416,-0.325438064347525,-0.197245832632551,5,-0.239460867808132
"Head, Clara & Maria","Judy Zilney",206,0,89,350,1,1,7,0,0,0,0,500,6,2,6,4,0,206,0.432038834951456,0,0,29.126213592233,19.4174757281553,0,-0.236785156647013,-0.119350542858156,2.23957267876558,3.13867049949479,-0.23838527649273,5,0.956744440452495
"Hearst Twp","Julie Portelance",5070,680,750,2472,1,1,46,0,0,0,0,4800,5,1,5,0,0,5750,0.130434782608696,0,0,0.869565217391304,0,0,-0.236785156647013,-0.119350542858156,-0.281411731576146,-0.366416952836759,-0.23838527649273,5,-0.248469932082161
"Henvey Inlet FN","Debbie Fox",192,0,70,NA,1,1,31.5,0,0,0,0,1216,3,0,3,0,0,192,0.364583333333333,0,0,15.625,0,0,-0.236785156647013,-0.119350542858156,1.03502964396541,-0.366416952836759,-0.23838527649273,5,0.0148183430261501
"Hilton Union","Kim McHale",465,0,425,525,1,1,12,0,0,0,0,690,4,4,4,2,2,465,0.913978494623656,0,0,8.60215053763441,4.3010752688172,4.3010752688172,-0.236785156647013,-0.119350542858156,0.408469346511176,0.409978762410875,0.930771176436879,5,0.278616717170752
"Hornepayne Twp","Darnelle Hill",980,0,319,514,1,1,22.5,0,1,0,0,754,3,3,3,5,2,980,0.325510204081633,0,1.02040816326531,3.06122448979592,5.10204081632653,2.04081632653061,-0.236785156647013,0.254336336835966,-0.0858776121286241,0.554562658362602,0.316367530254483,5,0.160520751335483
"Huntsville","David Tremblay",15012,0,5649,10958,1,1,36,0,0,20,0,12000,14,3,9,3,0,15012,0.376298960831335,0,0,0.599520383693045,0.199840127897682,0,-0.236785156647013,-0.119350542858156,-0.305504426747056,-0.330343410911285,-0.23838527649273,5,-0.246073762731248
"Huron County","Beth Rumble",59297,3810,17211,29971,18,13,329,1,0,201,0,46613,98,16,83,9,26,63107,0.272727272727273,0.015846102651053,0,1.3152265200374,0.142614923859477,0.411998668927377,-0.155410312814012,-0.119350542858156,-0.241650993453231,-0.340673247159803,-0.126392141690577,5,-0.196695447595156
"Huron Shores","Terri Beharriell",1664,0,133,1253,1,1,12,0,2,0,0,2160,6,6,6,0,0,1664,0.0799278846153846,0,1.20192307692308,3.60576923076923,0,0,-0.236785156647013,0.320809483704632,-0.0372947517512568,-0.366416952836759,-0.23838527649273,5,-0.111614530804625
"Ignace","Susan Gagne",1202,0,238,596,1,1,10,0,2,0,0,5000,4,0,4,6,0,1202,0.198003327787022,0,1.66389351081531,3.32778702163062,4.99168053244592,0,-0.236785156647013,0.489989127857717,-0.0620955988402113,0.534641302379921,-0.23838527649273,5,0.0974728796515366
"Innisfil","Erin Scuccimarri",40784,0,23606,16579,4,4,125,3,4,55,0,36572,71,61,61,4,1,40784,0.578805413887799,0.0735582581404472,0.0980776775205963,1.49568458218909,0.0980776775205963,0.0245194193801491,0.140960204507057,-0.0834332084034441,-0.225550996193472,-0.348712754739949,-0.231720190299465,5,-0.149691389025855
"Iroquois Falls","Diane Gagnon",4537,0,488,2362,1,1,35,0,0,0,0,3500,NA,10,6,5,0,4537,0.10756006171479,0,0,1.32245977518184,1.10204981265153,0,-0.236785156647013,-0.119350542858156,-0.241005661310039,-0.167483732873044,-0.23838527649273,5,-0.200602074036196
"Iskatewizaagegan No. 39 FN","Irene Ross",328,0,25,NA,1,1,20,0,0,0,0,NA,6,0,6,0,0,328,0.0762195121951219,0,0,18.2926829268293,0,0,-0.236785156647013,-0.119350542858156,1.2730333513074,-0.366416952836759,-0.23838527649273,5,0.0624190844945484
"James Twp","Cyndi Stockman",460,0,426,264,1,1,12,1,0,0,0,2600,7,7,7,0,0,460,0.926086956521739,2.17391304347826,0,15.2173913043478,0,0,10.9269589080686,-0.119350542858156,0.998663860110669,-0.366416952836759,-0.23838527649273,5,2.24029399919833
"Kapuskasing","Julie Latimer",6989,0,1450,4076,1,1,44,0,NA,33,0,6400,14,10,14,7,0,6989,0.20746887966805,0,NA,2.00314780369151,1.00157390184576,0,-0.236785156647013,NA,-0.180276452190284,-0.18562084086573,-0.23838527649273,4,NA
"Kawartha Lakes, City of","Jamie Anderson",75423,0,15600,39934,16,16,331,0,0,0,0,36445,83,4,59,20,0,75423,0.206833459289607,0,0,0.782254749877358,0.265171101653342,0,-0.236785156647013,-0.119350542858156,-0.28920134358329,-0.318550385928767,-0.23838527649273,5,-0.240454541101991
"Kearney & Area","Brandi Nolan",686,0,157,1302,1,1,20,0,0,0,0,NA,4,4,4,0,0,686,0.228862973760933,0,0,5.83090379008746,0,0,-0.236785156647013,-0.119350542858156,0.161225945414948,-0.366416952836759,-0.23838527649273,5,-0.159942396683942
"Kenora City","Crystal Alcock",15096,0,3390,7544,3,3,67,1,2,0,3,13500,14,14,13,11,6,15096,0.22456279809221,0.0662427133015368,0.132485426603074,0.861155272919979,0.728669846316905,0.397456279809221,0.103392524180305,-0.0708326384993534,-0.282162044869599,-0.234883298773045,-0.130345182968829,5,-0.122966128186104
"Killaloe, Hagarty & Richards Twp","Nicole Zummach",2101,1271,1131,2840,1,1,27,0,0,0,1,2425,2,1,2,0,0,3372,0.335409252669039,0,0,0.593119810201661,0,0,-0.236785156647013,-0.119350542858156,-0.306075469206691,-0.366416952836759,-0.23838527649273,5,-0.25340267960827
"King Twp","Ashley Nunn-Smith",24916,0,4777,9510,4,3,231,5,1,0,0,25819,22,22,22,13,0,24916,0.191724193289453,0.200674265532188,0.0401348531064376,0.882966768341628,0.521753090383689,0,0.793741868110011,-0.104652632194316,-0.28021608018211,-0.272234257005327,-0.23838527649273,5,-0.0203492755528943
"Kingston-Frontenac County","Laura Carter",149920,0,34841,73719,16,16,376,8,1,0,0,127387,117,10,107,10,0,149920,0.232397278548559,0.0533617929562433,0.00667022411953042,0.713713980789755,0.0667022411953042,0,0.0372448470759965,-0.11690781912483,-0.295316372090936,-0.354376397620972,-0.23838527649273,5,-0.193548203650694
"Kirkland Lake","Cheryl Lafreniere",7981,0,870,4685,1,1,43,0,1,1,0,28500,8,2,8,10,5,7981,0.109008896128305,0,0.125297581756672,1.00238065405338,1.25297581756672,0.626487908783361,-0.236785156647013,-0.0734649217454832,-0.269562285002153,-0.140239777301018,-0.0680877728552572,5,-0.157627982710185
"Kitchener","Mary Chevreau",261610,0,78046,98820,5,5,325,7,5,5,0,155214,217,21,64,132,0,261610,0.298329574557547,0.0267573869500401,0.0191124192500287,0.244638966400367,0.504567868200757,0,-0.0993773515616403,-0.112351323751466,-0.33716602045933,-0.275336395897231,-0.23838527649273,5,-0.212523273632479
"La Nation","Jeanne Leroux",12808,0,3482,5107,3,3,73.5,0,0,0,0,6894,8,8,8,0,0,12808,0.271861336664585,0,0,0.624609618988132,0,0,-0.236785156647013,-0.119350542858156,-0.303266030663866,-0.366416952836759,-0.23838527649273,5,-0.252840791899705
"Lake of Bays Twp","Cathy Fairbairn",2479,0,4193,4937,2,2,60,0,0,0,0,6368,14,11,11,4,1,2479,1.69140782573618,0,0,4.43727309398951,1.61355385235982,0.403388463089956,-0.236785156647013,-0.119350542858156,0.036889852470368,-0.0751511137160252,-0.128732644259517,5,-0.104625921002069
"Lambton County","Ron Van Horne",126638,0,16563,59777,25,25,724,4,2,54,0,83243,106,0,106,0,30,126638,0.130790126186453,0.0315860958006286,0.0157930479003143,0.837031538716657,0,0.236895718504714,-0.0745803754669819,-0.113566921163242,-0.284314301465606,-0.366416952836759,-0.173990179766755,5,-0.202573746139869
"Lanark Highlands","Amanda Robinson",5338,0,576,3806,1,1,15,0,0,0,0,2575,5,3,4,1,0,5338,0.107905582615212,0,0,0.749344323716748,0.187336080929187,0,-0.236785156647013,-0.119350542858156,-0.292137525900032,-0.332600541485115,-0.23838527649273,5,-0.243851808676609
"Larder Lake Public Library","Patricia Bodick",730,0,185,466,1,1,16,0,0,0,0,358,4,1,4,4,4,730,0.253424657534247,0,0,5.47945205479452,5.47945205479452,5.47945205479452,-0.236785156647013,-0.119350542858156,0.129870338978273,0.62268991727324,1.25108801285595,5,0.329502513920459
"Laurentian Hills","Maureen Bakewell",2961,0,134,1498,2,2,18,0,2,0,0,3012,2,0,2,0,0,2961,0.0452549814251942,0,0.675447483958122,0.675447483958122,0,0,-0.236785156647013,0.128007202565849,-0.298730409052122,-0.366416952836759,-0.23838527649273,5,-0.202462118492555
"Leeds and the Thousand Islands Twp","Dayna DeBenedet",9465,0,908,5950,3,3,59,0,0,0,0,4645,10,10,10,6,5,9465,0.095932382461701,0,0,1.05652403592182,0.63391442155309,0.528262017960909,-0.236785156647013,-0.119350542858156,-0.264731753801041,-0.251987790367615,-0.0947884062834675,5,-0.193528729991458
"Lennox and Addington County","Catherine Coles",42888,0,6701,19684,5,5,168,0,0,0,0,18013,41,41,39,10,0,42888,0.156244170863645,0,0,0.909345271404589,0.233165454206305,0,-0.236785156647013,-0.119350542858156,-0.277862658994016,-0.32432778948219,-0.23838527649273,5,-0.239342284894821
"Lincoln","Julie Andrews",23787,0,6263,9305,2,2,102,1,1,0,10,13754,18,4,18,10,0,23787,0.263295077142977,0.0420397696220625,0.0420397696220625,0.756715853197125,0.420397696220625,0,-0.020897391490869,-0.10395502673169,-0.291479857281522,-0.290530122301141,-0.23838527649273,5,-0.18904953485959
"London","Michael Ciccone",393167,0,154073,176859,16,16,624,5,1,46,0,337866,323,36,287,0,0,393167,0.391876734313918,0.0127172422914436,0.00254344845828872,0.729969707528862,0,0,-0.171478019097712,-0.118419098606476,-0.293866078583212,-0.366416952836759,-0.23838527649273,5,-0.237713085123378
"Loring, Port Loring and District Local Services Board","George Walters",700,0,450,NA,10,10,10,0,0,0,0,NA,2,2,2,6,2,700,0.642857142857143,0,0,2.85714285714286,8.57142857142857,2.85714285714286,-0.236785156647013,-0.119350542858156,-0.104085242684466,1.18082879397817,0.538268652953368,5,0.25177530094838
"M'Chigeeng FN","Joanne Debassige",935,0,144,NA,1,1,37.5,0,0,0,0,1290,1,0,0,0,2,935,0.154010695187166,0,0,0,0,2.13903743315508,-0.236785156647013,-0.119350542858156,-0.358992070466256,-0.366416952836759,0.343066863199536,5,-0.14769557192173
"Madawaska Valley Twp","Karen Filipkowski",3683,1271,826,4385,1,1,29,0,0,0,0,3500,3,1,2,0,0,4954,0.166733952361728,0,0,0.40371417036738,0,0,-0.236785156647013,-0.119350542858156,-0.322973745991639,-0.366416952836759,-0.23838527649273,5,-0.256782334965259
"Magnetawan FN","Wanda Noganosh",75,0,20,NA,1,1,15,0,0,0,0,480,4,0,4,4,2,75,0.266666666666667,0,0,53.3333333333333,53.3333333333333,26.6666666666667,-0.236785156647013,-0.119350542858156,4.39926871479383,9.2608899162339,7.01038473167085,5,4.06288153263868
"Magnetawan Twp","Lorinda Makoviczki",1214,0,968,2062,1,1,26,1,1,0,0,1628,6,1,6,0,0,1214,0.797364085667216,0.823723228995058,0.823723228995058,4.94233937397035,0,0,3.9932990853375,0.182307729053079,0.0819505476076804,-0.366416952836759,-0.23838527649273,5,0.730551026533755
"Manitouwadge","Elizabeth Bierworth",1698,0,560,1214,1,1,36,1,1,0,0,2368,5,5,5,0,2,1698,0.32979976442874,0.588928150765607,0.588928150765607,2.94464075382803,0,1.17785630153121,2.7875506912736,0.0963226857050006,-0.0962789087359073,-0.366416952836759,0.0817900772247424,5,0.500593518526136
"Marathon","Chantal Gingras",3273,0,1452,1669,1,1,37,1,1,0,0,2400,6,1,6,10,0,3273,0.443629697525206,0.305530094714329,0.305530094714329,1.83318056828598,3.05530094714329,0,1.33221034282418,-0.00746140686663737,-0.195440485271707,0.185101543329067,-0.23838527649273,5,0.215204943504434
"Markham","Catherine Biss",349007,0,89668,101401,4,4,208.72,8,3,0,0,151401,217,25,184,0,0,349007,0.256923213574513,0.0229221763460332,0.00859581612976244,0.527210055958763,0,0,-0.119072393985652,-0.116202642024359,-0.311955765437568,-0.366416952836759,-0.23838527649273,5,-0.230406606155414
"Markstay-Warren","Pamela Kelly",2301,0,676,1352,2,2,30,0,5,0,0,2010,6,6,6,0,5,2301,0.293785310734463,0,2.17296827466319,2.60756192959583,0,2.17296827466319,-0.236785156647013,0.676418996690387,-0.126352201565014,-0.366416952836759,0.352290245684876,5,0.0598309862652953
"Marmora and Lake Twp","Kathy Farrell",3092,0,634,2700,1,1,26,0,0,0,10,1000,7,7,7,0,0,3092,0.205045278137128,0,0,2.26390685640362,0,0,-0.236785156647013,-0.119350542858156,-0.157012210160504,-0.366416952836759,-0.23838527649273,5,-0.223590027799032
"Mattawa","Gabrielle Lahaie",2114,1649,888,1999,1,1,15,0,0,0,2,1935,5,0,5,4,2,3763,0.235981929311719,0,0,1.32872707945788,1.0629816635663,0.531490831783152,-0.236785156647013,-0.119350542858156,-0.240446508781927,-0.174536002748984,-0.0939107214535942,5,-0.173005786497935
"Mattice-Val Cote Twp","Michelle Salonen",623,0,168,374,1,1,25,0,1,0,0,2880,6,4,4,4,0,623,0.269662921348315,0,1.60513643659711,6.42054574638844,6.42054574638844,0,-0.236785156647013,0.468471515087654,0.213832261627654,0.792568625301763,-0.23838527649273,5,0.199940393775466
"McGarry Twp","Erika Baillargeon",609,0,57,294,1,1,10,0,0,0,0,NA,3,0,3,0,0,609,0.0935960591133005,0,0,4.92610837438424,0,0,-0.236785156647013,-0.119350542858156,0.0805024601920025,-0.366416952836759,-0.23838527649273,5,-0.176087093728531
"McKellar Twp","Terri Short",1093,0,217,1537,1,1,20,0,0,0,0,17075,5,5,5,4,2,1093,0.198536139066789,0,0,4.57456541628545,3.65965233302836,1.82982616651418,-0.236785156647013,-0.119350542858156,0.0491387150947068,0.294194222991511,0.259014312356555,5,0.0492423101875208
"Meaford","Rob Armstrong",10991,0,5239,5713,1,1,48,0,1,483,8,9996,12,1,11,12,1,10991,0.476662724046947,0,0.0909835319807115,1.00081885178783,1.09180238376854,0.0909835319807115,-0.236785156647013,-0.0860311777321217,-0.269701624923549,-0.169333516794461,-0.213653325323034,5,-0.195100960284036
"Merrickville-Wolford","Mary Kate Laphen",3067,2891,975,2960,1,1,32.5,0,0,18,0,3600,4,4,4,0,1,5958,0.163645518630413,0,0,0.671366230278617,0,0.167841557569654,-0.236785156647013,-0.119350542858156,-0.299094527852207,-0.366416952836759,-0.192761094668941,5,-0.242881654972615
"Michipicoten FN","Lee-Ann Andre-Swanson",66,0,50,NA,1,1,37.5,0,3,0,0,3000,3,0,3,0,0,66,0.757575757575758,0,45.4545454545455,45.4545454545455,0,0,-0.236785156647013,16.5267013707891,3.69634382606222,-0.366416952836759,-0.23838527649273,5,3.87629156217496
"Middlesex County Library","Lindsay Brock",73887,0,16789,28126,16,15,437.5,2,2,0,0,67189,119,119,119,0,0,73887,0.227225357640722,0.0270683611460744,0.0270683611460744,1.61056748819143,0,0,-0.0977803988474219,-0.109437753271348,-0.21530144319608,-0.366416952836759,-0.23838527649273,5,-0.205464364928868
"Midland","Trish Hayes",16894,32565,6750,28617,1,1,55,2,2,48,26,22700,16,6,16,0,0,49459,0.136476677652197,0.0404375341191694,0.0404375341191694,0.323500272953355,0,0,-0.0291253871502906,-0.104541786429589,-0.330130220538477,-0.366416952836759,-0.23838527649273,5,-0.213719924689569
"Milton","Mark Williams",120500,0,86300,36555,3,3,177,2,1,0,2,NA,122,12,122,68,0,120500,0.716182572614108,0.016597510373444,0.00829875518672199,1.01244813278008,0.564315352697095,0,-0.151551592003541,-0.116311429645706,-0.268664090829058,-0.264551257749082,-0.23838527649273,5,-0.207892729344023
"Mississauga","Rona O'Banion",779100,0,136519,251900,18,18,720,11,3,4556,0,342043,140,24,140,130,0,779100,0.175226543447568,0.0141188550892055,0.00385059684251059,0.179694519317161,0.166859196508792,0,-0.164280285683772,-0.117940403689499,-0.342960194505138,-0.336296864923321,-0.23838527649273,5,-0.239972605058892
"Mississaugas of Scugog Island FN","Monica McLean",48,0,106,NA,1,1,35,0,0,0,0,518,4,0,4,0,0,48,2.20833333333333,0,0,83.3333333333333,0,0,-0.236785156647013,-0.119350542858156,7.07579040650262,-0.366416952836759,-0.23838527649273,5,1.22297049553359
