"Nom_bibliotheque","Nom_responsable","Population_residente","Population_contractuelle","Nb_abonnes_actifs","Nb_menages_servis","Nb_points_service","Nb_succursales","Heures_ouverture","Nb_imprimantes_3D","Nb_espaces_creation","Nb_locations_salles","Nb_bibliotheques_ephemeres","Superficie","Nb_postes_publics","Nb_postes_OPAC","Nb_postes_internet","Nb_appareils_pretes","Nb_liseuses","Population_desservie","Ratio_abonnes_population","Imprimantes_3D_1000","Espaces_creation_1000","Postes_internet_1000","Appareils_pretes_1000","Liseuses_1000","Z_Imprimantes_3D","Z_Espaces_creation","Z_Postes_internet","Z_Appareils_pretes","Z_Liseuses","Nb_composantes_indice","Indice_ressources_technologiques"
"Mississippi Mills","Christine Row",13163,0,4250,5897,2,2,72,1,1,0,0,12530,12,12,12,13,0,13163,0.322874724606853,0.0759705234369065,0.0759705234369065,0.911646281242878,0.987616804679784,0,0.153347964204556,-0.0915291387633263,-0.277657368902516,-0.188140264442322,-0.23838527649273,5,-0.128472816879268
"Mohawks of the Bay of Quinte FN","Haley Brant",2167,0,122,NA,1,1,20,0,0,0,0,7497,9,9,9,2,0,2167,0.0562990309183203,0,0,4.15320719889248,0.922934933087217,0,-0.236785156647013,-0.119350542858156,0.0115462348003051,-0.199816118692712,-0.23838527649273,5,-0.156558171978061
"Moonbeam Twp","Gisele Belisle",1231,0,309,768,1,1,29.5,0,0,0,0,2400,6,1,5,8,0,1231,0.251015434606011,0,0,4.06173842404549,6.49878147847279,0,-0.236785156647013,-0.119350542858156,0.00338562946723891,0.806691114068683,-0.23838527649273,5,0.0431111535076045
"Muskoka Lakes Twp","Cathy Duck",6588,0,1163,10140,2,2,47,0,0,0,0,8512,11,2,5,3,0,6588,0.176533090467517,0,0,0.758955676988464,0.455373406193078,0,-0.236785156647013,-0.119350542858156,-0.291280026049418,-0.284216586809858,-0.23838527649273,5,-0.234003517771435
"Naotkamegwanning FN","Lavonne Kabestra",753,0,353,NA,1,1,35,0,0,0,0,NA,7,0,7,0,0,753,0.468791500664011,0,0,9.29614873837981,0,0,-0.236785156647013,-0.119350542858156,0.470386054454575,-0.366416952836759,-0.23838527649273,5,-0.0981103748760167
"New Tecumseth","Jessica Mole",34242,23884,17070,22407,3,3,145,2,1,20,0,15318,29,5,24,0,3,58126,0.293672366927021,0.034408010184771,0.0172040050923855,0.412896122217252,0,0.0516120152771565,-0.0600889356867131,-0.113050210096565,-0.322154556215026,-0.366416952836759,-0.224355640427658,5,-0.217213259052544
"Newmarket","Tracy Munusami",89802,0,23589,29756,1,1,53.5,6,1,29,1,35000,50,12,34,19,0,89802,0.262677891360994,0.0668136567114318,0.0111356094519053,0.37861072136478,0.211576579586201,0,0.106324502587917,-0.115272536331572,-0.325213410184711,-0.328224840499546,-0.23838527649273,5,-0.180154312184129
"Niagara Falls","Alicia Subnaik Kilgour",88071,0,41309,37030,11,4,251,2,1,2,64,60717,46,8,46,0,0,88071,0.469042022913331,0.0227089507329314,0.0113544753664657,0.522305866857422,0,0,-0.120167376225099,-0.115192384757303,-0.312393304387901,-0.366416952836759,-0.23838527649273,5,-0.230511058939958
"Niagara-on-the-Lake","Catherine Simpson",17511,0,8410,7026,3,1,302,1,1,0,0,10000,29,29,29,16,0,17511,0.480269544857518,0.0571069613385872,0.0571069613385872,1.65610187881903,0.913711381417395,0,0.0564774936738823,-0.0984372231105548,-0.211238983721629,-0.201481080486739,-0.23838527649273,5,-0.138613014027554
"Nipigon Twp","Sumiye Sugawara",1642,0,498,804,1,1,27,0,1,0,0,2048,2,2,2,0,0,1642,0.303288672350792,0,0.609013398294762,1.21802679658952,0,0,-0.236785156647013,0.103678167312514,-0.250322899061108,-0.366416952836759,-0.23838527649273,5,-0.197646423545019
"Nipissing FN","Randy Penasse",986,0,74,NA,1,1,50,0,0,0,0,NA,10,0,10,11,0,986,0.0750507099391481,0,0,10.1419878296146,11.1561866125761,0,-0.236785156647013,-0.119350542858156,0.545849610300747,1.64740864731113,-0.23838527649273,5,0.319747456322797
"Norfolk County","Julie Kent",64044,0,23209,30213,5,5,194,3,8,483,0,50991,150,14,142,74,9,64044,0.362391480856911,0.0468427955780401,0.12491412154144,2.21722565736056,1.15545562425832,0.14052838673412,0.0037676946631424,-0.0736053499157736,-0.161176984888295,-0.1578433428056,-0.200185603178209,5,-0.117808717224947
"North Bay","Ravil Veli",51553,0,49344,22614,1,1,58,0,0,0,0,35000,18,5,12,0,0,51553,0.957150893255485,0,0,0.232770158865633,0,0,-0.236785156647013,-0.119350542858156,-0.338224924486711,-0.366416952836759,-0.23838527649273,5,-0.259832570664274
"North Grenville Twp","Rachel Brown",16451,0,6361,7077,2,2,59,0,0,15,0,10700,9,9,9,3,2,16451,0.386663424715823,0,0,0.547079204911555,0.182359734970519,0.121573156647012,-0.236785156647013,-0.119350542858156,-0.31018309183197,-0.333498831665692,-0.205338182053956,5,-0.241031161011358
"North Kawartha Twp","Debbie Hall",2145,0,3985,3949,2,2,47,0,0,0,0,5900,3,0,3,0,0,2145,1.85780885780886,0,0,1.3986013986014,0,0,-0.236785156647013,-0.119350542858156,-0.234212504419226,-0.366416952836759,-0.23838527649273,5,-0.239030086650777
"North Perth","Rebecca Dechert Sage",13130,0,2207,5807,3,3,78,1,0,0,0,11130,15,4,15,0,0,13130,0.168088347296268,0.0761614623000762,0,1.14242193450114,0,0,0.154328496800755,-0.119350542858156,-0.257068167507049,-0.366416952836759,-0.23838527649273,5,-0.165378488578788
"Northeastern Manitoulin and the Islands","Kathy Berry",2029,0,601,2313,1,1,37,0,0,0,5,3749,4,4,4,26,0,2029,0.296205027106949,0,0,1.9714144898965,12.8141941843273,0,-0.236785156647013,-0.119350542858156,-0.183107615614356,1.94669891639535,-0.23838527649273,5,0.233814064956619
"Oakville","Tara Wong",211000,0,49109,73164,10,7,353,8,2,9,0,100935,56,56,38,24,0,211000,0.232744075829384,0.037914691943128,0.00947867298578199,0.180094786729858,0.113744075829384,0,-0.0420809947600293,-0.115879328241092,-0.342924483691385,-0.345884781788978,-0.23838527649273,5,-0.217030972994843
"Ojibways of Onigaming FN","Miranda Shebagegit",473,0,1,NA,1,1,20,0,0,0,0,NA,4,0,4,0,0,473,0.00211416490486258,0,0,8.45665961945032,0,0,-0.236785156647013,-0.119350542858156,0.395489026562298,-0.366416952836759,-0.23838527649273,5,-0.113089780454472
"Oliver Paipoonge","maxine mcculloch",5922,4011,653,4335,2,2,48,0,0,0,0,3266,10,10,10,20,0,9933,0.0657404610892983,0,0,1.0067451927917,2.01349038558341,0,-0.236785156647013,-0.119350542858156,-0.269172892248571,-0.00295776871298015,-0.23838527649273,5,-0.17333032739189
"Opasatika","Alain Tremblay",226,0,140,132,1,1,10,0,0,0,0,NA,3,0,3,3,0,226,0.619469026548673,0,0,13.2743362831858,13.2743362831858,0,-0.236785156647013,-0.119350542858156,0.825309563033211,2.02976008869078,-0.23838527649273,5,0.452109735145219
"Orangeville","Darla Fraser",29986,0,4878,11065,2,2,74,0,0,0,0,17635,12,5,7,0,0,29986,0.162675915427199,0,0,0.233442273060762,0,0,-0.236785156647013,-0.119350542858156,-0.338164960212625,-0.366416952836759,-0.23838527649273,5,-0.259820577809457
"Orillia","Bessie Sullivan",31128,21035,17768,25805,1,1,59,1,1,21,0,47000,24,10,14,15,0,52163,0.340624580641451,0.0191706765331749,0.0191706765331749,0.268389471464448,0.287560147997623,0,-0.138337554519659,-0.112329989168754,-0.335047062392895,-0.3145088943101,-0.23838527649273,5,-0.227721755376828
"Oshawa","Frances Newman",172000,0,41569,65534,4,4,184,7,1,0,22,95085,79,13,66,8,0,172000,0.24168023255814,0.0406976744186046,0.00581395348837209,0.383720930232558,0.0465116279069767,0,-0.0277894828773364,-0.117221396683154,-0.324757490688586,-0.3580210456835,-0.23838527649273,5,-0.213234938485061
"Otonabee-South Monaghan Twp","Carolanne Nadeau",6670,0,557,2591,3,3,46.5,0,1,2,0,5272,6,6,6,0,4,6670,0.0835082458770615,0,0.149925037481259,0.899550224887556,0,0.599700149925037,-0.236785156647013,-0.0644460238026475,-0.278736547476487,-0.366416952836759,-0.0753694592176872,5,-0.204350827996119
"Ottawa","Danielle McDonald",934243,0,271399,422327,59,33,1684.75,2,2,0,0,424164,718,718,718,279,0,934243,0.290501507637735,0.00214077065602846,0.00214077065602846,0.768536665514219,0.298637506515971,0,-0.225791609422642,-0.118566564509696,-0.290425235262178,-0.312509298127197,-0.23838527649273,5,-0.237135596762888
"Owen Sound & North Grey Union","Tim Nicholls Harrison",34585,0,7474,18917,1,1,51,2,1,0,0,22582,13,13,9,35,0,34585,0.216105247939858,0.0578285383836924,0.0289142691918462,0.260228422726616,1.01199942171462,0,0.0601830243429653,-0.108761757485878,-0.335775169858691,-0.183738909383597,-0.23838527649273,5,-0.161295617775586
"Oxford County","Lisa Marie Williams",68077,0,16551,29440,14,14,354,0,0,47,45,45884,73,8,73,15,0,68077,0.243121759184453,0,0,1.07231517252523,0.220338734080526,0,-0.236785156647013,-0.119350542858156,-0.263322909812515,-0.326643166434213,-0.23838527649273,5,-0.236897410448926
"Parry Sound","Rita Orr",6321,4538,3210,10659,1,1,23,0,0,17,0,NA,5,1,4,0,0,10859,0.295607330325076,0,0,0.368358044018786,0,0,-0.236785156647013,-0.119350542858156,-0.3261281272952,-0.366416952836759,-0.23838527649273,5,-0.257413211225972
"Pelham","Amy Guilmette",17110,0,5560,7104,3,2,165,1,1,0,0,13300,16,16,16,10,3,17110,0.324956165984804,0.0584453535943893,0.0584453535943893,0.935125657510228,0.584453535943892,0.175336060783168,0.0633505692307894,-0.0979470862771949,-0.275562600239604,-0.26091607393841,-0.190723872289434,5,-0.152359812702771
"Pembroke","Karthi Rajamani",11174,8137,2854,10545,1,1,35,1,1,164,0,10000,11,11,11,7,0,19311,0.147791414219875,0.0517839573300192,0.0517839573300192,0.569623530630211,0.362487701310134,0,0.0291421526466123,-0.100386577133945,-0.308171745938273,-0.300983571522196,-0.23838527649273,5,-0.183757003688106
"Penetanguishene","Linda Keenan",8962,11787,4297,13391,2,2,64,0,0,0,0,12340,9,5,9,16,2,20749,0.207094317798448,0,0,0.433755843655116,0.771121499831317,0.0963901874789146,-0.236785156647013,-0.119350542858156,-0.320293506317977,-0.227220265732745,-0.212183640239789,5,-0.223166622359136
"Perry Twp","Annette Gilpin",2454,0,188,1726,1,1,34,0,1,0,0,2500,8,1,6,1,12,2454,0.0766096169519152,0,0.407497962510187,2.44498777506112,0.407497962510187,4.88997555012225,-0.236785156647013,0.0298805663921456,-0.140856643269125,-0.292858679081635,1.0908512775715,5,0.0900462729931736
"Perth and District Union","Erika Heesen",22330,0,5392,12380,1,1,47,1,1,369,0,9500,15,2,12,9,12,22330,0.241468875951635,0.0447828034034931,0.0447828034034931,0.537393640841917,0.403045230631438,0.537393640841917,-0.00681102902635931,-0.102950491711705,-0.311047212576265,-0.29366245063543,-0.0923061675060033,5,-0.161355470291153
"Perth East","Kendra Roth",12261,0,833,4080,1,1,41,0,1,0,0,5655,7,1,6,3,0,12261,0.0679389935568061,0,0.0815594160345812,0.489356496207487,0.244678248103744,0,-0.236785156647013,-0.0894824128442711,-0.315332961230325,-0.322249591986484,-0.23838527649273,5,-0.240447079840165
"Petawawa","Lisa Worobec",17187,0,2058,7034,1,1,55,0,0,62,0,1200,10,2,8,0,0,17187,0.119741665212079,0,0,0.46546808634433,0,0,-0.236785156647013,-0.119350542858156,-0.317464222802964,-0.366416952836759,-0.23838527649273,5,-0.255680430327524
"Peterborough","Jennifer Jones",82094,0,20200,36066,3,2,240,0,0,0,0,33412,35,9,26,0,0,82094,0.246059395327308,0,0,0.316710112797525,0,0,-0.236785156647013,-0.119350542858156,-0.330736020903386,-0.366416952836759,-0.23838527649273,5,-0.258334789947609
"Phelps","Beverly Reynolds",1500,0,134,NA,1,1,5,0,0,0,0,1000,4,2,4,0,0,1500,0.0893333333333333,0,0,2.66666666666667,0,0,-0.236785156647013,-0.119350542858156,-0.121079031203252,-0.366416952836759,-0.23838527649273,5,-0.216403392007582
"Pickering","Jackie Flowers",96049,0,33855,31707,3,3,102,4,1,0,0,46140,50,5,50,10,0,96049,0.352476340201356,0.0416454101552333,0.0104113525388083,0.520567626940416,0.104113525388083,0,-0.0229225544431713,-0.115537768731405,-0.31254838561601,-0.347623211746787,-0.23838527649273,5,-0.207403439406021
"Port Colborne","Scott Luey",18306,0,5486,10304,1,1,53,0,1,0,6,23116,17,3,13,2,0,18306,0.299683163989949,0,0.0546268982847154,0.7101496777013,0.109253796569431,0,-0.236785156647013,-0.0993454547941199,-0.295634369908672,-0.346695331095792,-0.23838527649273,5,-0.243369117787665
"Port Hope","Margaret Scott",16753,0,11778,7305,1,1,38,0,1,0,0,19300,10,2,8,0,0,16753,0.703038261803856,0,0.0596908016474661,0.477526413179729,0,0,-0.236785156647013,-0.097490986832355,-0.316388410358275,-0.366416952836759,-0.23838527649273,5,-0.251093356633427
"Powassan & District Union Public Library","Marie Rosset",5658,590,1001,3471,1,1,24,0,0,121,2,10000,8,1,7,9,6,6248,0.160211267605634,0,0,1.12035851472471,1.4404609475032,0.960307298335467,-0.236785156647013,-0.119350542858156,-0.259036608227878,-0.106396460814404,0.0226539763620722,5,-0.139782958437076
"Prescott","Jane McGuire",4222,0,1343,2211,1,1,36,0,1,0,0,6000,10,10,10,3,0,4222,0.318095689246802,0,0.236854571293226,2.36854571293226,0.710563713879678,0,-0.236785156647013,-0.0326112860840582,-0.147676604517354,-0.238151673020268,-0.23838527649273,5,-0.178721999352285
"Prince Edward County","Barbara Sweet",24735,0,8621,13645,6,6,134,3,1,108,0,11475,10,10,10,34,2,24735,0.348534465332525,0.121285627653123,0.040428542551041,0.40428542551041,1.3745704467354,0.0808570851020821,0.386055628043005,-0.104545079260006,-0.322922780098912,-0.118290487139062,-0.216405985988899,5,-0.0752217408887745
"Prince Twp Public Library","Rita Wagner",1010,0,253,459,1,1,20,0,1,8,0,1652,6,5,5,3,0,1010,0.25049504950495,0,0.99009900990099,4.95049504950495,2.97029702970297,0,-0.236785156647013,0.243236726548022,0.0826781756903107,0.169757315861483,-0.23838527649273,5,0.00410035699201444
"Quinte West","Suzanne Humphreys",43577,0,7258,17830,2,2,81,1,0,157,0,21883,13,5,8,11,0,43577,0.166555751887464,0.0229478853523648,0,0.183583082818918,0.252426738876013,0,-0.118940369952904,-0.119350542858156,-0.342613267019736,-0.320850896390794,-0.23838527649273,5,-0.228028070542864
"Rainy River","Michael Dawber",619,1068,490,1663,1,1,18,0,0,0,0,1770,3,3,3,8,0,1687,0.29045643153527,0,0,1.778304682869,4.742145820984,0,-0.236785156647013,-0.119350542858156,-0.200336368527383,0.489597291597502,-0.23838527649273,5,-0.061052010585556
"Ramara Twp","Janet Banfield",9488,0,1717,6028,2,2,58,0,0,0,0,2209,20,14,14,8,0,9488,0.180965430016863,0,0,1.47554806070826,0.843170320404722,0,-0.236785156647013,-0.119350542858156,-0.227347524078106,-0.214214588759968,-0.23838527649273,5,-0.207216617767195
"Red Lake","Lisa Johnson",4107,0,613,1938,2,2,38,0,1,0,0,NA,13,4,13,2,2,4107,0.149257365473582,0,0.243486729973216,3.16532748965181,0.486973459946433,0.486973459946433,-0.236785156647013,-0.0301825024149515,-0.0765898142190821,-0.278512397786808,-0.106011828571554,5,-0.145616339927882
"Red Rock Twp","Nancy Carrier",895,0,424,444,1,1,26,0,0,0,0,2850,4,1,4,6,0,895,0.473743016759777,0,0,4.46927374301676,6.70391061452514,0,-0.236785156647013,-0.119350542858156,0.039744866846041,0.843719385454245,-0.23838527649273,5,0.0577886552604775
"Renfrew","Kelly Thompson",6466,0,3304,3979,1,1,50.5,0,1,2,0,6562,18,8,8,10,0,6466,0.510980513454995,0,0.154655119084442,1.23724095267553,1.54655119084442,0,-0.236785156647013,-0.0627138057563556,-0.248608662209372,-0.0872458984057742,-0.23838527649273,5,-0.174747759902249
"Richmond Hill","Darren Solomon",215316,0,48684,67627,4,4,223.5,4,3,9,0,102000,150,14,81,50,0,215316,0.226104887699939,0.0185773467833324,0.0139330100874993,0.376191272362481,0.232216834791655,0,-0.141384493997341,-0.114248091455098,-0.325429267109266,-0.324499026673568,-0.23838527649273,5,-0.228789231145601
"Rideau Lakes Public Library","Vicki Stevenson",9050,0,2646,7703,5,5,77,1,1,108,2,8629,13,11,11,8,0,9050,0.292375690607735,0.110497237569061,0.110497237569061,1.21546961325967,0.883977900552486,0,0.330653768189363,-0.0788850022945933,-0.250551044282843,-0.206848330697466,-0.23838527649273,5,-0.088803177115654
"Russell","France Séguin",16520,0,8380,6476,2,2,96,2,0,0,0,8514,14,12,12,5,0,16520,0.50726392251816,0.121065375302663,0,0.726392251815981,0.302663438256659,0,0.384924561242721,-0.119350542858156,-0.294185249843767,-0.311782569121543,-0.23838527649273,5,-0.115755815414695
"Sables-Spanish Rivers Twp","Rashed Ahmad",3215,0,1521,1885,2,2,57,0,1,6,0,6000,12,4,12,6,2,3215,0.473094867807154,0,0.31104199066874,3.73250388802488,1.86625194401244,0.622083981337481,-0.236785156647013,-0.00544287813024295,-0.025987816443389,-0.0295360748366195,-0.0692848874998006,5,-0.0734073627114131
"Sagamok Anishnawbek FN","Colleen Eshkakogan",1610,0,81,NA,1,1,35,0,0,0,0,1500,4,4,4,3,0,1610,0.0503105590062112,0,0,2.48447204968944,1.86335403726708,0,-0.236785156647013,-0.119350542858156,-0.137333959351656,-0.0300591817900358,-0.23838527649273,5,-0.152382823427918
"Saugeen FN","Melissa Root",801,0,124,NA,1,1,35,0,1,20,0,3000,6,0,6,7,0,801,0.154806491885144,0,1.24843945068664,7.49063670411985,8.73907615480649,0,-0.236785156647013,0.337844391099696,0.309302983643306,1.21109119518512,-0.23838527649273,5,0.276613627357675
"Sault Ste. Marie","Matthew MacDonald",73879,8341,21241,36413,2,2,79,1,1,0,0,44600,12,0,12,0,0,82220,0.258343468742398,0.0121624908781318,0.0121624908781318,0.145949890537582,0,0,-0.174326846384678,-0.11489647885791,-0.345970802202044,-0.366416952836759,-0.23838527649273,5,-0.247999271354824
"Schreiber Twp","Donna Mikeluk",1059,100,667,649,1,1,36,0,2,0,0,2700,4,0,4,30,0,1159,0.575496117342537,0,1.72562553925798,3.45125107851596,25.8843830888697,0,-0.236785156647013,0.51259620796193,-0.0510804579602113,4.30602490553446,-0.23838527649273,5,0.858474044479287
"Scugog Memorial","Amy Caughlin",17382,0,3747,8778,1,1,57,0,0,0,0,16000,29,27,27,7,0,17382,0.215567828788402,0,0,1.55333103210217,0.40271545276723,0,-0.236785156647013,-0.119350542858156,-0.220407930405394,-0.293721979498506,-0.23838527649273,5,-0.22173017718036
"Seguin Twp","Stefanie Veneranda",4305,0,1029,5050,4,4,30,0,0,0,0,NA,16,16,16,4,4,4305,0.239024390243902,0,0,3.71660859465738,0.929152148664344,0.929152148664344,-0.236785156647013,-0.119350542858156,-0.0274059530265294,-0.198693836650859,0.0141851070669764,5,-0.113610076423116
"Seine River FN","Glenda Potson",360,0,13,NA,1,1,24,0,0,0,0,NA,4,4,4,3,3,360,0.0361111111111111,0,0,11.1111111111111,8.33333333333333,8.33333333333333,-0.236785156647013,-0.119350542858156,0.632312259796261,1.13784974545553,2.02685535105839,5,0.688176331361002
"Selwyn","Sarah Hennessey",17060,0,5215,8709,3,3,102,0,0,0,0,10020,25,25,22,0,0,17060,0.305685814771395,0,0,1.28956623681125,0,0,-0.236785156647013,-0.119350542858156,-0.243940336942236,-0.366416952836759,-0.23838527649273,5,-0.240975653155379
"Serpent River FN","Marissa Pelletier",377,0,1,NA,1,1,24,0,0,0,0,NA,6,0,6,0,0,377,0.0026525198938992,0,0,15.9151193633952,0,0,-0.236785156647013,-0.119350542858156,1.06091333627581,-0.366416952836759,-0.23838527649273,5,0.0199950814882305
"Severn Township Library","Dee-anne Byers",11624,21035,779,18864,1,1,27,1,0,0,0,208,6,6,6,0,4,32659,0.0238525368198659,0.0306194310909703,0,0.183716586545822,0,0.122477724363881,-0.0795445102778898,-0.119350542858156,-0.342601356165703,-0.366416952836759,-0.205092294428842,5,-0.22260113131347
"Shelburne","Rose Dotten",8126,19292,3965,10631,1,1,38,0,0,0,0,5000,11,8,8,22,0,27418,0.144613027937851,0,0,0.291779123203735,0.802392588810271,0,-0.236785156647013,-0.119350542858156,-0.332960298718171,-0.2215754588003,-0.23838527649273,5,-0.229811346703274
"Sioux Lookout","Emily McIntyre",5488,926,939,2677,1,1,21.5,1,1,12,0,3500,6,6,6,4,2,6414,0.146398503274088,0.155908949173683,0.155908949173683,0.935453695042095,0.62363579669473,0.311817898347365,0.563857542100914,-0.0622546366997149,-0.275533333587279,-0.253843205537055,-0.153624167884643,5,-0.0362795603215559
"Sioux Narrows Nestor Falls Twp","Alice Motlong",491,0,202,1302,2,2,24,0,0,0,0,NA,3,3,3,0,6,491,0.411405295315682,0,0,6.10997963340122,0,12.2199592668024,-0.236785156647013,-0.119350542858156,0.186124363690321,-0.366416952836759,3.08335250728895,5,0.509384843727469
"Six Nations FN","Feather Maracle",12795,0,399,NA,1,1,35,0,0,0,0,1200,6,6,6,7,0,12795,0.0311840562719812,0,0,0.468933177022274,0.547088706525987,0,-0.236785156647013,-0.119350542858156,-0.317155076457522,-0.267660874168098,-0.23838527649273,5,-0.235867385324704
"Smiths Falls","Amanda Foster",8780,2891,1194,5960,1,1,41.5,0,0,0,0,8397,8,3,5,0,0,11671,0.102304858195527,0,0,0.428412304001371,0,0,-0.236785156647013,-0.119350542858156,-0.320770242977769,-0.366416952836759,-0.23838527649273,5,-0.256341634362486
"South Algonquin Twp","Charlene Alexander",1013,0,260,1235,2,2,24,0,0,0,0,5813,6,6,6,0,2,1013,0.256663376110563,0,0,5.92300098716683,0,1.97433366238894,-0.236785156647013,-0.119350542858156,0.169442616939232,-0.366416952836759,0.298295622433497,5,-0.0509628825938399
"South River-Machar Union","Alison Young",1852,190,771,1441,1,1,26,0,0,0,0,1800,8,7,7,2,0,2042,0.377571008814887,0,0,3.42801175318315,0.979431929480901,0,-0.236785156647013,-0.119350542858156,-0.0531538099053427,-0.189617732665285,-0.23838527649273,5,-0.167458503713705
"Southgate Twp.","Lacy Russell",7354,3008,2975,3883,1,1,37,0,1,0,0,6572,11,9,11,3,0,10362,0.287106736151322,0,0.0965064659332175,1.06157112526539,0.289519397799653,0,-0.236785156647013,-0.0840086067357624,-0.264281465664105,-0.3141552262024,-0.23838527649273,5,-0.227523146348402
"Spanish Twp","Gwendlyn Goulet",712,0,106,437,1,1,29,0,0,0,0,1004,4,4,4,22,2,712,0.148876404494382,0,0,5.61797752808989,30.8988764044944,2.80898876404494,-0.236785156647013,-0.119350542858156,0.142229220115915,5.21120114195488,0.525178979985175,5,1.10449472851016
"Springwater Twp","Jodie Player Delgado",19059,11787,7836,17508,3,3,81,0,0,0,0,10480,4,4,4,0,0,30846,0.25403617973157,0,0,0.129676457239188,0,0,-0.236785156647013,-0.119350542858156,-0.347422675442769,-0.366416952836759,-0.23838527649273,5,-0.261672120855485
"St. Catharines","Qingyi (Ken) Su",133113,0,46025,59879,5,4,272.25,2,2,25,1,NA,86,36,50,0,0,133113,0.345758866526936,0.0150248285291444,0.0150248285291444,0.37562071322861,0,0,-0.159627820101834,-0.11384825319298,-0.325480170905873,-0.366416952836759,-0.23838527649273,5,-0.240751694706035
"St. Charles","Marie Richer",1120,0,346,997,1,1,31,0,0,0,0,2184,7,6,6,1,1,1120,0.308928571428571,0,0,5.35714285714286,0.892857142857143,0.892857142857143,-0.236785156647013,-0.119350542858156,0.1189582316246,-0.205245520876871,0.00431907645917539,5,-0.0876207824596529
"St. Joseph Twp","Patti Stevens",1240,298,1500,1279,1,1,18,0,2,0,0,2000,6,0,6,3,1,1538,0.975292587776333,0,1.30039011703511,3.90117035110533,1.95058517555267,0.650195058517555,-0.236785156647013,0.35686940785737,-0.010939834873435,-0.0143129142247796,-0.061643485006297,5,0.00663760342116908
"St. Marys Public Library","Sarah Andrews",7265,3810,1736,4835,1,1,50.5,1,1,2,0,4300,4,4,4,3,1,11075,0.156749435665914,0.090293453724605,0.090293453724605,0.36117381489842,0.270880361173815,0.090293453724605,0.226900827079326,-0.0862838934585855,-0.326769085464495,-0.31751979605254,-0.213840908519264,5,-0.143502571283112
"St. Thomas","Heather Robinson",41813,0,8085,17706,3,1,139,2,1,0,0,27000,9,3,9,10,0,41813,0.193360916461388,0.0478320139669481,0.023916006983474,0.215244062851266,0.23916006983474,0,0.00884764988536681,-0.110592186794246,-0.339788557025158,-0.32324568940312,-0.23838527649273,5,-0.200632811965978
"Stirling-Rawdon","Jaye Bannon",4882,0,948,2119,1,1,37,0,0,1,0,7000,5,5,5,0,0,4882,0.194182712003277,0,0,1.02417042195821,0,0,-0.236785156647013,-0.119350542858156,-0.267618258786999,-0.366416952836759,-0.23838527649273,5,-0.245711237524332
"Stormont, Dundas & Glengarry County","Karen Franklin",68331,0,9561,24014,18,15,544,4,1,2,0,25143,60,60,60,24,0,68331,0.139921850990034,0.05853858424434,0.014634646061085,0.878078763665101,0.35123150546604,0,0.0638293386637068,-0.113991143140601,-0.280652175200307,-0.303015449989123,-0.23838527649273,5,-0.174442941231811
"Stratford","Julia Merritt",31465,3810,5895,16464,1,1,62,1,1,0,0,17202,19,5,9,5,0,35275,0.167115520907158,0.0283486888731396,0.0283486888731396,0.255138199858257,0.141743444365698,0,-0.091205503358021,-0.108968880431501,-0.336229306256118,-0.340830559669491,-0.23838527649273,5,-0.223123905241572
"Sundridge-Strong Union","Melinda Kent",2400,304,485,1583,1,1,32,0,1,0,0,956,3,3,3,5,0,2704,0.179363905325444,0,0.369822485207101,1.1094674556213,1.8491124260355,0,-0.236785156647013,0.0160833114688559,-0.26000828009241,-0.0326299635707184,-0.23838527649273,5,-0.150345073066803
"Tay Twp","Jody Bressette",8567,0,1289,5430,3,3,81.5,0,0,0,0,7782,11,11,11,0,0,8567,0.150461071553636,0,0,1.28399673164468,0,0,-0.236785156647013,-0.119350542858156,-0.24443723365525,-0.366416952836759,-0.23838527649273,5,-0.241075032497982
"Tehkummah Twp","Susan Hart",436,0,458,333,1,1,6,0,0,0,0,NA,7,7,7,0,0,436,1.05045871559633,0,0,16.0550458715596,0,0,-0.236785156647013,-0.119350542858156,1.07339721408738,-0.366416952836759,-0.23838527649273,5,0.0224918570505446
"Temagami","Sandra Firman",840,0,260,1346,1,1,27,0,1,4,0,2200,4,0,4,20,0,840,0.30952380952381,0,1.19047619047619,4.76190476190476,23.8095238095238,0,-0.236785156647013,0.316617483451653,0.0658526425033939,3.93148789942693,-0.23838527649273,5,0.767757518448446
"Temagami FN","Tessa Hope",247,0,30,NA,1,1,21,0,0,0,0,690,9,0,9,4,10,247,0.121457489878543,0,0,36.4372469635627,16.1943319838057,40.4858299595142,-0.236785156647013,-0.119350542858156,2.89184399233795,2.55685436368267,10.7668323472374,5,3.17187900075057
"Temiskaming Shores","Rebecca Hunt",9920,1970,1536,5222,1,1,48,2,1,0,0,6836,8,8,8,0,0,11890,0.129184188393608,0.168208578637511,0.0841042893187553,0.672834314550042,0,0,0.627020103196419,-0.0885504468026267,-0.298963549205616,-0.366416952836759,-0.23838527649273,5,-0.0730592244282627
"Terrace Bay Twp","Mary Deschatelets",1611,0,926,893,1,1,45,0,0,10,0,7000,6,6,5,5,0,1611,0.5747982619491,0,0,3.10366232153942,3.10366232153942,0,-0.236785156647013,-0.119350542858156,-0.0820914195549387,0.193831351927595,-0.23838527649273,5,-0.0965562087250486
