By All Libraries,,,,,,,,,,,,,,,,,,,
General Information,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Library & CEO Name,,,General Service Data,,,,Facilities,,,,,,,,Computer Workstations,,,,
",,,Resident Population Served,Contracting Population Served,Number of Active Cardholders,Total Resident & Contracting Households Served,Number of Service Points,Number of Library Branches Including Main Library,Total Weekly Hours of Operation,Number of 3D Printers,Number of Maker Spaces/ etc,Number of Facility Rentals and Bookings,Number of Pop-up Libraries,Total Square Footage of All Facilities,Public Access Computer Workstations,Number of Public Computer Workstations with OPAC Access and/or ILS Access,Number of Public Computer Workstations with Internet Access,""Number of Lending Laptops, Netbooks and Tablets (e.g. iPads)"",E-readers"
"Addington Highlands Twp,Bonnie Leoen,,""1,712"",0,925,""2,762"",2,2,30,0,0,0,0,""3,534"",12,12,12,4,2"
"Admaston/Bromley Twp,Jane Wouda,,""2,935"",0,342,""1,408"",1,1,12,0,0,0,0,""1,394"",4,4,4,8,1"
"Ajax,Sarah Vaisler,,""127,400"",0,""23,302"",""38,400"",3,3,151.5,2,0,0,0,""48,000"",62,11,51,0,0"
Alderville FN,Shannon Catherwood,,313,0,190,0,1,1,20,0,0,0,0,500,3,0,3,3,2
"Alfred & Plantagenet Twp,Dominique Lacelle,,""9,680"",0,""1,743"",""4,218"",5,5,85,0,0,0,0,""5,595"",11,0,11,0,0"
Algonquins of Pikwakanagan FN,Estelle Amikons,,453,0,65,0,1,1,20,0,0,0,0,118,6,0,6,1,0
"Alnwick/Haldimand Twp,Elaine Skinner,,""5,691"",0,924,""3,434"",3,3,43,0,0,0,0,""16,712"",7,4,4,3,0"
"Armstrong Twp,Corinna Dallaire,,""1,166"",795,159,841,1,1,27,0,1,0,0,""2,322"",6,1,6,3,2"
"Arnprior,Karen DeLuca,,""8,795"",""7,178"",""4,968"",""7,466"",1,1,40,0,0,34,4,""13,500"",11,3,4,4,0"
"Asphodel-Norwood,Tish Reed,,""3,440"",0,636,""1,857"",2,2,27,1,1,17,0,""3,822"",3,3,3,2,0"
"Assiginack Twp,Debbie Robinson,,""1,013"",0,655,420,1,1,19,0,1,0,0,""1,200"",1,0,1,0,0"
"Athens Twp,Diane Benschop,,""3,013"",0,290,""1,336"",1,1,12,0,1,0,0,""3,458"",5,5,5,0,1"
Atikameksheng Anishnawbek Band No. 6 FN,Mary Fraser,,390,0,500,0,1,1,35,0,0,0,0,0,1,0,0,0,0
"Atikokan,Tracey Sinclair,,""2,200"",0,""1,865"",""1,373"",3,1,37,0,0,2,0,""5,151"",7,7,7,0,0"
"Augusta Twp,Angela Knights,,""7,353"",0,""1,778"",""3,130"",1,1,26,0,0,0,0,""4,422"",0,5,5,4,1"
Aundeck-Omni-Kaning FN,Mandy McGraw,,368,0,14,0,1,1,20,0,0,0,0,0,4,0,4,7,3
"Aurora,Bruce Gorman,,""62,900"",0,""25,923"",""21,100"",1,1,36,4,1,0,0,""44,000"",27,5,27,8,0"
"Bancroft Town,Kimberly McMunn,,""3,881"",""1,468"",""1,439"",""3,409"",1,1,25,0,0,0,0,""2,500"",3,2,3,0,0"
"Barrie,Lauren Jessop,,""149,964"",""21,035"",""28,557"",""66,191"",2,2,137,3,3,39,50,""56,200"",68,7,61,6,0"
Beausoleil First Nation Public Library,Kathleen Peters,,649,0,200,0,1,1,35,1,6,0,0,0,8,0,8,6,4
"Belleville,Trevor Pross,,""50,716"",0,""19,735"",""22,744"",1,1,54,2,2,13,0,""36,000"",23,3,20,14,0"
Big Grassy FN,Audrey Duval,,261,0,260,0,7,7,32.5,0,0,13,0,896,7,0,7,0,0
Biigtigong Nishnaabeg,Glenda Michano-Nabigon,,537,0,65,0,1,1,35,0,0,0,0,340,4,0,4,3,0
"Billings Twp,Jillian Ferguson,,731,0,200,605,1,1,9,0,0,5,0,""1,000"",2,0,2,2,0"
"Bkejwanong FN,Linda Lou Classens,,""2,369"",0,2,0,1,1,20,0,0,12,0,""3,600"",11,0,11,0,0"
"Black River-Matheson Twp,Margaret-Anne Friese,,""2,438"",0,""1,067"",""1,476"",2,2,37,0,1,2,0,""1,500"",6,6,6,8,0"
"Blind River,Jennifer Fortin,,""3,472"",497,634,""2,762"",1,1,44,0,1,0,0,""5,544"",4,1,4,0,0"
